dynamicColors	mergedColors
TRIT1	turquoise	turquoise
TRMT1	blue	blue
TRMT11	black	black
TRMT112	turquoise	turquoise
TRMT12	red	blue
TRMT1L	brown	brown
TRMT2A	turquoise	turquoise
TRMT2B	blue	blue
TRMT5	tan	brown
TRMT6	turquoise	turquoise
TRMT61A	blue	blue
TRMT61B	black	black
TRMU	blue	blue
TRNAU1AP	blue	blue
TRNT1	tan	brown
TRO	grey	grey
TROAP	blue	blue
TROVE2	black	black
TRPA1	brown	brown
TRPC1	grey	grey
TRPC4AP	purple	purple
TRPC5	grey	grey
TRPM2	grey	grey
TRPM6	green	green
TRPM7	magenta	magenta
TRPM8	brown	brown
TRPS1	green	green
TRPT1	turquoise	turquoise
TRPV1	turquoise	turquoise
TRPV2	turquoise	turquoise
TRRAP	salmon	purple
TRUB1	yellow	green
TRUB2	turquoise	turquoise
TSC1	purple	purple
TSC2	turquoise	turquoise
TSC22D1	cyan	cyan
TSC22D1-AS1	grey	grey
TSC22D2	green	green
TSC22D3	greenyellow	greenyellow
TSC22D4	turquoise	turquoise
TSEN15	brown	brown
TSEN2	turquoise	turquoise
TSEN34	red	blue
TSEN54	blue	blue
TSFM	yellow	green
TSG101	green	green
TSGA10	brown	brown
TSHR	turquoise	turquoise
TSHZ1	turquoise	turquoise
TSHZ2	turquoise	turquoise
TSHZ3	grey	grey
TSIX	magenta	magenta
TSKS	turquoise	turquoise
TSN	midnightblue	black
TSNARE1	salmon	purple
TSNAX	turquoise	turquoise
TSNAXIP1	grey	grey
TSPAN14	red	blue
TSPAN15	turquoise	turquoise
TSPAN17	blue	blue
TSPAN18	turquoise	turquoise
TSPAN2	brown	brown
TSPAN3	magenta	magenta
TSPAN31	brown	brown
TSPAN32	turquoise	turquoise
TSPAN33	grey	grey
TSPAN4	turquoise	turquoise
TSPAN5	turquoise	turquoise
TSPAN6	green	green
TSPAN7	grey	grey
TSPO	turquoise	turquoise
TSPO2	grey	grey
TSPY26P	black	black
TSPYL1	black	black
TSPYL2	green	green
TSPYL4	yellow	green
TSPYL5	blue	blue
TSPYL6	grey	grey
TSR1	salmon	purple
TSR2	yellow	green
TSSC1	turquoise	turquoise
TSSC4	red	blue
TSSK3	green	green
TSSK4	blue	blue
TSSK6	grey	grey
TST	turquoise	turquoise
TSTA3	turquoise	turquoise
TSTD1	turquoise	turquoise
TSTD2	green	green
TTBK2	brown	brown
TTC1	blue	blue
TTC12	turquoise	turquoise
TTC13	turquoise	turquoise
TTC14	tan	brown
TTC16	turquoise	turquoise
TTC17	tan	brown
TTC19	purple	purple
TTC21A	green	green
TTC21B	magenta	magenta
TTC22	blue	blue
TTC23	green	green
TTC24	turquoise	turquoise
TTC25	green	green
TTC26	turquoise	turquoise
TTC27	brown	brown
TTC28	turquoise	turquoise
TTC28-AS1	turquoise	turquoise
TTC3	magenta	magenta
TTC30A	green	green
TTC30B	grey	grey
TTC31	turquoise	turquoise
TTC32	midnightblue	black
TTC33	cyan	cyan
TTC36	grey	grey
TTC37	tan	brown
TTC38	blue	blue
TTC39B	turquoise	turquoise
TTC39C	turquoise	turquoise
TTC3P1	red	blue
TTC4	yellow	green
TTC5	turquoise	turquoise
TTC7A	pink	pink
TTC7B	grey	grey
TTC8	pink	pink
TTC9	turquoise	turquoise
TTC9B	grey	grey
TTC9C	brown	brown
TTF1	black	black
TTF2	yellow	green
TTI1	salmon	purple
TTI2	yellow	green
TTK	midnightblue	black
TTL	turquoise	turquoise
TTLL1	turquoise	turquoise
TTLL11	turquoise	turquoise
TTLL12	turquoise	turquoise
TTLL2	grey	grey
TTLL3	salmon	purple
TTLL4	turquoise	turquoise
TTLL5	salmon	purple
TTN	magenta	magenta
TTPAL	blue	blue
TTTY10	grey	grey
TTTY15	grey	grey
TTYH2	turquoise	turquoise
TTYH3	turquoise	turquoise
TUB	black	black
TUBA1A	greenyellow	greenyellow
TUBA1B	red	blue
TUBA1C	red	blue
TUBA3D	grey	grey
TUBA4A	yellow	green
TUBA4B	green	green
TUBA8	blue	blue
TUBB	red	blue
TUBB1	magenta	magenta
TUBB2A	greenyellow	greenyellow
TUBB2B	green	green
TUBB4A	turquoise	turquoise
TUBB4B	yellow	green
TUBD1	purple	purple
TUBE1	tan	brown
TUBG1	yellow	green
TUBG2	turquoise	turquoise
TUBGCP2	red	blue
TUBGCP3	salmon	purple
TUBGCP4	turquoise	turquoise
TUBGCP5	purple	purple
TUBGCP6	salmon	purple
TUFM	blue	blue
TUFT1	green	green
TUG1	tan	brown
TULP2	grey	grey
TULP3	blue	blue
TULP4	purple	purple
TUSC2	yellow	green
TUT1	turquoise	turquoise
TWF1	turquoise	turquoise
TWF2	blue	blue
TWISTNB	greenyellow	greenyellow
TWSG1	purple	purple
TXK	brown	brown
TXLNA	turquoise	turquoise
TXLNB	turquoise	turquoise
TXLNG	black	black
TXN	turquoise	turquoise
TXN2	turquoise	turquoise
TXNDC11	yellow	green
TXNDC12	red	blue
TXNDC15	turquoise	turquoise
TXNDC16	grey	grey
TXNDC17	black	black
TXNDC9	brown	brown
TXNIP	red	blue
TXNL1	midnightblue	black
TXNL4A	pink	pink
TXNL4B	green	green
TXNRD1	yellow	green
TXNRD2	turquoise	turquoise
TYK2	salmon	purple
TYMP	turquoise	turquoise
TYMS	blue	blue
TYRO3	blue	blue
TYRO3P	red	blue
TYROBP	grey	grey
TYSND1	turquoise	turquoise
TYW1	red	blue
TYW1B	turquoise	turquoise
TYW3	black	black
TYW5	green	green
U2AF1	yellow	green
U2AF1L4	red	blue
U2AF2	yellow	green
U2SURP	midnightblue	black
UACA	grey	grey
UAP1	green	green
UAP1L1	pink	pink
UBA1	turquoise	turquoise
UBA2	tan	brown
UBA3	brown	brown
UBA5	brown	brown
UBA52	cyan	cyan
UBA6	magenta	magenta
UBA7	turquoise	turquoise
UBAC1	grey	grey
UBAC2	turquoise	turquoise
UBAC2-AS1	brown	brown
UBAP1	yellow	green
UBAP1L	cyan	cyan
UBAP2	red	blue
UBAP2L	red	blue
UBASH3A	turquoise	turquoise
UBASH3B	turquoise	turquoise
UBB	blue	blue
UBC	yellow	green
UBE2A	black	black
UBE2B	black	black
UBE2C	blue	blue
UBE2D1	brown	brown
UBE2D2	midnightblue	black
UBE2D3	midnightblue	black
UBE2D4	turquoise	turquoise
UBE2E1	black	black
UBE2E2	cyan	cyan
UBE2E3	yellow	green
UBE2F	turquoise	turquoise
UBE2G1	midnightblue	black
UBE2G2	red	blue
UBE2H	green	green
UBE2I	blue	blue
UBE2J1	yellow	green
UBE2J2	turquoise	turquoise
UBE2K	black	black
UBE2L3	yellow	green
UBE2L6	turquoise	turquoise
UBE2M	pink	pink
UBE2N	midnightblue	black
UBE2O	pink	pink
UBE2Q1	green	green
UBE2Q2	black	black
UBE2Q2P1	purple	purple
UBE2R2	grey	grey
UBE2S	greenyellow	greenyellow
UBE2T	yellow	green
UBE2V1	turquoise	turquoise
UBE2V2	brown	brown
UBE2W	grey	grey
UBE2Z	red	blue
UBE3A	magenta	magenta
UBE3B	turquoise	turquoise
UBE3C	blue	blue
UBE3D	turquoise	turquoise
UBE4A	black	black
UBE4B	purple	purple
UBFD1	yellow	green
UBIAD1	blue	blue
UBL3	turquoise	turquoise
UBL4A	turquoise	turquoise
UBL5	blue	blue
UBL7	turquoise	turquoise
UBLCP1	brown	brown
UBN1	pink	pink
UBN2	brown	brown
UBOX5	yellow	green
UBP1	magenta	magenta
UBQLN1	green	green
UBQLN2	red	blue
UBQLN4	turquoise	turquoise
UBQLNL	grey	grey
UBR1	magenta	magenta
UBR2	purple	purple
UBR3	magenta	magenta
UBR4	yellow	green
UBR5	magenta	magenta
UBR7	blue	blue
UBTD1	turquoise	turquoise
UBTD2	green	green
UBTF	turquoise	turquoise
UBXN1	red	blue
UBXN10	turquoise	turquoise
UBXN11	turquoise	turquoise
UBXN2A	green	green
UBXN2B	brown	brown
UBXN4	black	black
UBXN6	greenyellow	greenyellow
UBXN7	black	black
UBXN8	turquoise	turquoise
UCHL3	midnightblue	black
UCHL5	brown	brown
UCK1	red	blue
UCK2	turquoise	turquoise
UCKL1	turquoise	turquoise
UCKL1-AS1	purple	purple
UCN	blue	blue
UCP2	turquoise	turquoise
UCP3	grey	grey
UEVLD	brown	brown
UFC1	blue	blue
UFD1L	red	blue
UFL1	magenta	magenta
UFM1	midnightblue	black
UFSP1	green	green
UFSP2	brown	brown
UG0898H09	yellow	green
UGCG	cyan	cyan
UGDH	brown	brown
UGGT1	blue	blue
UGP2	brown	brown
UGT8	cyan	cyan
UHMK1	pink	pink
UHRF1	blue	blue
UHRF1BP1	green	green
UHRF1BP1L	black	black
UHRF2	yellow	green
UIMC1	yellow	green
ULBP1	grey	grey
ULBP2	greenyellow	greenyellow
ULBP3	grey	grey
ULK1	greenyellow	greenyellow
ULK2	pink	pink
ULK3	blue	blue
ULK4	turquoise	turquoise
UMODL1	blue	blue
UMPS	yellow	green
UNC119	yellow	green
UNC119B	blue	blue
UNC13A	grey	grey
UNC13B	grey	grey
UNC13D	turquoise	turquoise
UNC45A	turquoise	turquoise
UNC45B	brown	brown
UNC50	brown	brown
UNC5CL	turquoise	turquoise
UNC93B1	pink	pink
UNG	turquoise	turquoise
UNK	black	black
UNKL	purple	purple
UPB1	green	green
UPF1	yellow	green
UPF2	magenta	magenta
UPF3A	brown	brown
UPF3B	tan	brown
UPK1A	grey	grey
UPK1B	purple	purple
UPK2	grey	grey
UPK3B	purple	purple
UPK3BL	blue	blue
UPP1	blue	blue
UPRT	midnightblue	black
UQCR10	blue	blue
UQCR11	blue	blue
UQCRB	blue	blue
UQCRBP1	green	green
UQCRC1	turquoise	turquoise
UQCRC2	red	blue
UQCRFS1	yellow	green
UQCRH	turquoise	turquoise
UQCRHL	grey	grey
UQCRQ	red	blue
URB1	turquoise	turquoise
URB2	yellow	green
URGCP	yellow	green
URI1	pink	pink
URM1	pink	pink
UROD	turquoise	turquoise
UROS	turquoise	turquoise
USE1	turquoise	turquoise
USF1	yellow	green
USF2	yellow	green
USMG5	brown	brown
USO1	brown	brown
USP1	midnightblue	black
USP10	cyan	cyan
USP11	salmon	purple
USP12	greenyellow	greenyellow
USP13	turquoise	turquoise
USP14	black	black
USP15	magenta	magenta
USP16	black	black
USP18	turquoise	turquoise
USP19	blue	blue
USP2	green	green
USP20	salmon	purple
USP21	salmon	purple
USP22	green	green
USP24	purple	purple
USP25	tan	brown
USP27X	green	green
USP28	brown	brown
USP3	black	black
USP30	yellow	green
USP31	magenta	magenta
USP32	magenta	magenta
USP32P1	grey	grey
USP32P2	grey	grey
USP33	tan	brown
USP34	magenta	magenta
USP35	green	green
USP36	green	green
USP37	magenta	magenta
USP38	black	black
USP39	yellow	green
USP4	red	blue
USP40	turquoise	turquoise
USP42	green	green
USP44	grey	grey
USP45	magenta	magenta
USP46	purple	purple
USP47	black	black
USP48	midnightblue	black
USP49	blue	blue
USP5	turquoise	turquoise
USP51	red	blue
USP53	tan	brown
USP54	turquoise	turquoise
USP6	grey	grey
USP6NL	grey	grey
USP7	magenta	magenta
USP8	black	black
USP9X	magenta	magenta
USP9Y	grey	grey
USPL1	black	black
UST	pink	pink
UTP11L	black	black
UTP14A	red	blue
UTP14C	grey	grey
UTP15	black	black
UTP18	midnightblue	black
UTP20	magenta	magenta
UTP23	magenta	magenta
UTP3	yellow	green
UTP6	turquoise	turquoise
UTRN	purple	purple
UTS2	grey	grey
UTY	grey	grey
UVRAG	turquoise	turquoise
UXS1	blue	blue
UXT	cyan	cyan
VAC14	pink	pink
VAMP1	blue	blue
VAMP2	green	green
VAMP3	green	green
VAMP4	grey	grey
VAMP5	turquoise	turquoise
VAMP8	turquoise	turquoise
VANGL1	turquoise	turquoise
VAPA	midnightblue	black
VAPB	green	green
VARS	pink	pink
VARS2	turquoise	turquoise
VASH1	turquoise	turquoise
VASH2	turquoise	turquoise
VASN	pink	pink
VASP	pink	pink
VAT1	turquoise	turquoise
VAV1	turquoise	turquoise
VAV2	turquoise	turquoise
VAV3	grey	grey
VBP1	brown	brown
VCAN	grey	grey
VCL	brown	brown
VCP	red	blue
VCPIP1	midnightblue	black
VDAC1	red	blue
VDAC2	yellow	green
VDAC3	blue	blue
VDR	grey	grey
VEGFB	salmon	purple
VENTX	yellow	green
VEZF1	yellow	green
VEZT	yellow	green
VGLL3	red	blue
VGLL4	blue	blue
VHL	yellow	green
VILL	turquoise	turquoise
VIM	turquoise	turquoise
VIPR1	blue	blue
VIPR2	grey	grey
VKORC1	turquoise	turquoise
VKORC1L1	turquoise	turquoise
VMA21	brown	brown
VMAC	turquoise	turquoise
VMP1	turquoise	turquoise
VN1R1	red	blue
VN1R2	green	green
VNN2	brown	brown
VOPP1	pink	pink
VPRBP	yellow	green
VPS11	red	blue
VPS13A	cyan	cyan
VPS13B	magenta	magenta
VPS13C	tan	brown
VPS13D	purple	purple
VPS16	turquoise	turquoise
VPS18	yellow	green
VPS25	yellow	green
VPS26A	black	black
VPS26B	pink	pink
VPS28	turquoise	turquoise
VPS29	midnightblue	black
VPS33A	blue	blue
VPS33B	yellow	green
VPS35	brown	brown
VPS36	brown	brown
VPS37A	brown	brown
VPS37B	greenyellow	greenyellow
VPS37C	pink	pink
VPS39	yellow	green
VPS41	brown	brown
VPS45	brown	brown
VPS4A	red	blue
VPS4B	yellow	green
VPS52	blue	blue
VPS53	salmon	purple
VPS54	magenta	magenta
VPS72	turquoise	turquoise
VPS8	brown	brown
VRK1	midnightblue	black
VRK2	brown	brown
VRK3	turquoise	turquoise
VSIG1	brown	brown
VSIG10	grey	grey
VSIG2	grey	grey
VSIG8	grey	grey
VSTM4	purple	purple
VTA1	midnightblue	black
VTI1A	purple	purple
VTI1B	blue	blue
VTN	green	green
VTRNA1-1	grey	grey
VTRNA1-3	yellow	green
VWA5A	turquoise	turquoise
VWA7	blue	blue
VWDE	grey	grey
WAC	black	black
WAPAL	black	black
WARS	red	blue
WARS2	magenta	magenta
WAS	pink	pink
WASF1	blue	blue
WASF2	salmon	purple
WASH1	blue	blue
WASH2P	blue	blue
WASH3P	grey	grey
WASH7P	blue	blue
WASL	yellow	green
WBP1	turquoise	turquoise
WBP11	green	green
WBP2	blue	blue
WBP2NL	grey	grey
WBP4	black	black
WBP5	grey	grey
WBSCR16	pink	pink
WBSCR22	yellow	green
WBSCR27	blue	blue
WDFY1	yellow	green
WDFY2	purple	purple
WDHD1	midnightblue	black
WDPCP	turquoise	turquoise
WDR1	turquoise	turquoise
WDR11	turquoise	turquoise
WDR12	brown	brown
WDR13	turquoise	turquoise
WDR17	green	green
WDR18	turquoise	turquoise
WDR19	turquoise	turquoise
WDR20	yellow	green
WDR24	turquoise	turquoise
WDR25	turquoise	turquoise
WDR26	magenta	magenta
WDR27	grey	grey
WDR3	turquoise	turquoise
WDR31	cyan	cyan
WDR33	green	green
WDR34	turquoise	turquoise
WDR35	cyan	cyan
WDR36	magenta	magenta
WDR37	salmon	purple
WDR4	salmon	purple
WDR41	turquoise	turquoise
WDR43	green	green
WDR44	magenta	magenta
WDR45	blue	blue
WDR46	turquoise	turquoise
WDR47	midnightblue	black
WDR48	black	black
WDR5	turquoise	turquoise
WDR53	yellow	green
WDR54	turquoise	turquoise
WDR55	yellow	green
WDR59	pink	pink
WDR5B	black	black
WDR6	turquoise	turquoise
WDR60	salmon	purple
WDR61	brown	brown
WDR62	purple	purple
WDR63	brown	brown
WDR64	grey	grey
WDR66	grey	grey
WDR7	brown	brown
WDR70	turquoise	turquoise
WDR73	turquoise	turquoise
WDR74	yellow	green
WDR75	green	green
WDR76	blue	blue
WDR77	brown	brown
WDR78	yellow	green
WDR81	pink	pink
WDR82	red	blue
WDR83	blue	blue
WDR83OS	turquoise	turquoise
WDR86	blue	blue
WDR88	grey	grey
WDR89	grey	grey
WDR90	blue	blue
WDR91	red	blue
WDR92	brown	brown
WDSUB1	grey	grey
WDTC1	turquoise	turquoise
WDYHV1	turquoise	turquoise
WEE1	black	black
WEE2	blue	blue
WFDC8	magenta	magenta
WFS1	turquoise	turquoise
WHAMM	green	green
WHAMMP2	yellow	green
WHSC1	green	green
WHSC1L1	yellow	green
WIBG	turquoise	turquoise
WIPF1	blue	blue
WIPF2	green	green
WIPF3	grey	grey
WIPI1	turquoise	turquoise
WIPI2	yellow	green
WISP1	blue	blue
WISP3	cyan	cyan
WIZ	blue	blue
WNK1	turquoise	turquoise
WNK3	black	black
WNT1	green	green
WNT10A	turquoise	turquoise
WNT10B	blue	blue
WNT2B	brown	brown
WNT4	magenta	magenta
WNT7A	greenyellow	greenyellow
WNT7B	purple	purple
WRAP53	turquoise	turquoise
WRAP73	blue	blue
WRB	cyan	cyan
WRN	midnightblue	black
WRNIP1	yellow	green
WSB1	magenta	magenta
WSB2	red	blue
WTAP	black	black
WWC1	blue	blue
WWC2	greenyellow	greenyellow
WWC3	turquoise	turquoise
WWOX	blue	blue
WWP1	magenta	magenta
WWP2	red	blue
WWTR1	blue	blue
WWTR1-AS1	turquoise	turquoise
XAB2	yellow	green
XAF1	turquoise	turquoise
XBP1	pink	pink
XCL1	grey	grey
XIAP	black	black
XIST	grey	grey
XKR5	green	green
XKR6	pink	pink
XKR8	red	blue
XKR9	grey	grey
XPA	tan	brown
XPC	blue	blue
XPNPEP1	yellow	green
XPNPEP2	blue	blue
XPNPEP3	purple	purple
XPO1	cyan	cyan
XPO4	magenta	magenta
XPO5	salmon	purple
XPO6	purple	purple
XPO7	yellow	green
XPOT	tan	brown
XPR1	black	black
XRCC1	turquoise	turquoise
XRCC2	purple	purple
XRCC3	yellow	green
XRCC4	brown	brown
XRCC5	turquoise	turquoise
XRCC6	red	blue
XRCC6BP1	green	green
XRN1	magenta	magenta
XRN2	midnightblue	black
XRRA1	turquoise	turquoise
XXYLT1	turquoise	turquoise
XYLB	turquoise	turquoise
XYLT1	turquoise	turquoise
XYLT2	turquoise	turquoise
YAE1D1	brown	brown
YAF2	green	green
YARS	red	blue
YARS2	red	blue
YBEY	turquoise	turquoise
YBX1	pink	pink
YDJC	blue	blue
YEATS2	blue	blue
YEATS4	midnightblue	black
YES1	green	green
YIF1A	turquoise	turquoise
YIF1B	turquoise	turquoise
YIPF1	blue	blue
YIPF2	turquoise	turquoise
YIPF3	blue	blue
YIPF4	turquoise	turquoise
YIPF5	green	green
YIPF6	brown	brown
YJEFN3	red	blue
YKT6	yellow	green
YLPM1	green	green
YME1L1	black	black
YOD1	turquoise	turquoise
YPEL1	turquoise	turquoise
YPEL2	yellow	green
YPEL3	midnightblue	black
YPEL4	green	green
YPEL5	greenyellow	greenyellow
YRDC	pink	pink
YTHDC1	green	green
YTHDC2	purple	purple
YTHDF1	brown	brown
YTHDF2	yellow	green
YTHDF3	black	black
YWHAB	red	blue
YWHAE	magenta	magenta
YWHAG	greenyellow	greenyellow
YWHAH	pink	pink
YWHAQ	brown	brown
YWHAZ	midnightblue	black
YY1	yellow	green
YY1AP1	red	blue
YY2	yellow	green
ZADH2	blue	blue
ZAP70	blue	blue
ZBED2	magenta	magenta
ZBED3	grey	grey
ZBED4	greenyellow	greenyellow
ZBED5	brown	brown
ZBED6	magenta	magenta
ZBP1	turquoise	turquoise
ZBTB1	black	black
ZBTB10	turquoise	turquoise
ZBTB11	black	black
ZBTB16	green	green
ZBTB17	red	blue
ZBTB2	yellow	green
ZBTB20	purple	purple
ZBTB20-AS1	turquoise	turquoise
ZBTB22	turquoise	turquoise
ZBTB24	yellow	green
ZBTB25	blue	blue
ZBTB26	grey	grey
ZBTB3	blue	blue
ZBTB32	purple	purple
ZBTB33	black	black
ZBTB34	turquoise	turquoise
ZBTB37	blue	blue
ZBTB38	turquoise	turquoise
ZBTB39	yellow	green
ZBTB4	purple	purple
ZBTB40	salmon	purple
ZBTB41	cyan	cyan
ZBTB42	turquoise	turquoise
ZBTB43	green	green
ZBTB44	tan	brown
ZBTB45	pink	pink
ZBTB46	blue	blue
ZBTB47	black	black
ZBTB48	turquoise	turquoise
ZBTB49	green	green
ZBTB5	green	green
ZBTB6	greenyellow	greenyellow
ZBTB7A	green	green
ZBTB7B	turquoise	turquoise
ZBTB8A	purple	purple
ZBTB8OS	brown	brown
ZBTB9	yellow	green
ZC2HC1A	grey	grey
ZC2HC1C	turquoise	turquoise
ZC3H10	pink	pink
ZC3H11A	black	black
ZC3H12A	greenyellow	greenyellow
ZC3H12B	magenta	magenta
ZC3H12D	greenyellow	greenyellow
ZC3H13	turquoise	turquoise
ZC3H14	red	blue
ZC3H15	black	black
ZC3H18	yellow	green
ZC3H3	turquoise	turquoise
ZC3H4	brown	brown
ZC3H6	magenta	magenta
ZC3H7A	black	black
ZC3H7B	salmon	purple
ZC3H8	magenta	magenta
ZC3HAV1	blue	blue
ZC3HAV1L	turquoise	turquoise
ZC3HC1	blue	blue
ZC4H2	turquoise	turquoise
ZCCHC10	black	black
ZCCHC11	magenta	magenta
ZCCHC14	grey	grey
ZCCHC16	turquoise	turquoise
ZCCHC17	turquoise	turquoise
ZCCHC18	grey	grey
ZCCHC2	green	green
ZCCHC24	grey	grey
ZCCHC3	black	black
ZCCHC4	yellow	green
ZCCHC6	magenta	magenta
ZCCHC7	brown	brown
ZCCHC8	yellow	green
ZCCHC9	blue	blue
ZCRB1	midnightblue	black
ZCWPW1	blue	blue
ZCWPW2	green	green
ZDBF2	green	green
ZDHHC11	purple	purple
ZDHHC12	pink	pink
ZDHHC13	brown	brown
ZDHHC14	grey	grey
ZDHHC15	grey	grey
ZDHHC16	turquoise	turquoise
ZDHHC17	magenta	magenta
ZDHHC18	salmon	purple
ZDHHC2	turquoise	turquoise
ZDHHC20	black	black
ZDHHC21	tan	brown
ZDHHC23	grey	grey
ZDHHC24	blue	blue
ZDHHC3	yellow	green
ZDHHC4	blue	blue
ZDHHC5	green	green
ZDHHC6	red	blue
ZDHHC7	yellow	green
ZDHHC8	pink	pink
ZDHHC8P1	purple	purple
ZDHHC9	turquoise	turquoise
ZEB1	black	black
ZEB1-AS1	grey	grey
ZEB2	black	black
ZER1	turquoise	turquoise
ZFAND1	midnightblue	black
ZFAND2A	yellow	green
ZFAND2B	blue	blue
ZFAND3	greenyellow	greenyellow
ZFAND4	green	green
ZFAND5	black	black
ZFAND6	midnightblue	black
ZFAT	turquoise	turquoise
ZFC3H1	magenta	magenta
ZFHX3	turquoise	turquoise
ZFP1	grey	grey
ZFP14	brown	brown
ZFP2	grey	grey
ZFP28	grey	grey
ZFP3	brown	brown
ZFP30	magenta	magenta
ZFP36	greenyellow	greenyellow
ZFP36L1	green	green
ZFP36L2	greenyellow	greenyellow
ZFP37	brown	brown
ZFP41	turquoise	turquoise
ZFP42	green	green
ZFP57	black	black
ZFP62	brown	brown
ZFP64	turquoise	turquoise
ZFP82	black	black
ZFP90	brown	brown
ZFP91	turquoise	turquoise
ZFPL1	yellow	green
ZFPM1	grey	grey
ZFR	black	black
ZFR2	grey	grey
ZFX	grey	grey
ZFY	grey	grey
ZFYVE1	yellow	green
ZFYVE16	tan	brown
ZFYVE19	turquoise	turquoise
ZFYVE21	turquoise	turquoise
ZFYVE26	red	blue
ZFYVE27	red	blue
ZFYVE28	pink	pink
ZFYVE9	blue	blue
ZG16	brown	brown
ZG16B	grey	grey
ZGLP1	blue	blue
ZGPAT	blue	blue
ZHX1	midnightblue	black
ZHX2	turquoise	turquoise
ZHX3	blue	blue
ZIK1	grey	grey
ZIM3	yellow	green
ZKSCAN1	brown	brown
ZKSCAN2	green	green
ZKSCAN3	brown	brown
ZKSCAN4	blue	blue
ZKSCAN5	green	green
ZMAT1	tan	brown
ZMAT2	turquoise	turquoise
ZMAT3	turquoise	turquoise
ZMAT5	turquoise	turquoise
ZMIZ1	turquoise	turquoise
ZMIZ2	blue	blue
ZMPSTE24	black	black
ZMYM1	brown	brown
ZMYM2	magenta	magenta
ZMYM3	turquoise	turquoise
ZMYM4	cyan	cyan
ZMYM5	midnightblue	black
ZMYM6	magenta	magenta
ZMYM6NB	brown	brown
ZMYND11	brown	brown
ZMYND12	turquoise	turquoise
ZMYND19	turquoise	turquoise
ZMYND8	turquoise	turquoise
ZNF10	turquoise	turquoise
ZNF100	green	green
ZNF101	turquoise	turquoise
ZNF107	magenta	magenta
ZNF114	grey	grey
ZNF117	cyan	cyan
ZNF12	cyan	cyan
ZNF121	midnightblue	black
ZNF124	cyan	cyan
ZNF131	yellow	green
ZNF132	grey	grey
ZNF133	turquoise	turquoise
ZNF134	yellow	green
ZNF135	grey	grey
ZNF136	midnightblue	black
ZNF137P	brown	brown
ZNF138	brown	brown
ZNF14	black	black
ZNF140	brown	brown
ZNF141	tan	brown
ZNF142	yellow	green
ZNF143	tan	brown
ZNF146	brown	brown
ZNF148	tan	brown
ZNF154	grey	grey
ZNF155	green	green
ZNF157	grey	grey
ZNF16	turquoise	turquoise
ZNF160	cyan	cyan
ZNF165	green	green
ZNF169	turquoise	turquoise
ZNF17	grey	grey
ZNF174	red	blue
ZNF175	grey	grey
ZNF18	yellow	green
ZNF180	midnightblue	black
ZNF181	brown	brown
ZNF182	brown	brown
ZNF184	greenyellow	greenyellow
ZNF185	grey	grey
ZNF189	grey	grey
ZNF19	turquoise	turquoise
ZNF195	blue	blue
ZNF197	grey	grey
ZNF2	turquoise	turquoise
ZNF200	brown	brown
ZNF202	blue	blue
ZNF204P	greenyellow	greenyellow
ZNF205	turquoise	turquoise
ZNF207	black	black
ZNF208	green	green
ZNF211	yellow	green
ZNF212	green	green
ZNF213	grey	grey
ZNF217	black	black
ZNF219	yellow	green
ZNF22	turquoise	turquoise
ZNF221	turquoise	turquoise
ZNF222	green	green
ZNF223	brown	brown
ZNF224	turquoise	turquoise
ZNF225	grey	grey
ZNF226	turquoise	turquoise
ZNF227	green	green
ZNF23	turquoise	turquoise
ZNF230	black	black
ZNF232	turquoise	turquoise
ZNF233	brown	brown
ZNF234	brown	brown
ZNF235	turquoise	turquoise
ZNF236	red	blue
ZNF239	blue	blue
ZNF24	yellow	green
ZNF248	brown	brown
ZNF25	tan	brown
ZNF250	greenyellow	greenyellow
ZNF251	turquoise	turquoise
ZNF253	brown	brown
ZNF254	grey	grey
ZNF256	black	black
ZNF257	red	blue
ZNF26	magenta	magenta
ZNF260	grey	grey
ZNF263	pink	pink
ZNF264	yellow	green
ZNF266	blue	blue
ZNF267	black	black
ZNF268	brown	brown
ZNF273	black	black
ZNF274	yellow	green
ZNF275	blue	blue
ZNF276	turquoise	turquoise
ZNF277	green	green
ZNF28	turquoise	turquoise
ZNF280B	green	green
ZNF280C	tan	brown
ZNF280D	tan	brown
ZNF281	black	black
ZNF282	yellow	green
ZNF283	turquoise	turquoise
ZNF284	green	green
ZNF285	grey	grey
ZNF286A	magenta	magenta
ZNF286B	green	green
ZNF287	brown	brown
ZNF292	magenta	magenta
ZNF296	blue	blue
ZNF3	yellow	green
ZNF30	turquoise	turquoise
ZNF300	grey	grey
ZNF302	brown	brown
ZNF304	yellow	green
ZNF317	yellow	green
ZNF318	blue	blue
ZNF319	red	blue
ZNF32	turquoise	turquoise
ZNF320	cyan	cyan
ZNF322	turquoise	turquoise
ZNF324	salmon	purple
ZNF324B	blue	blue
ZNF326	green	green
ZNF329	black	black
ZNF330	green	green
ZNF331	greenyellow	greenyellow
ZNF333	turquoise	turquoise
ZNF335	yellow	green
ZNF337	turquoise	turquoise
ZNF33A	tan	brown
ZNF33B	tan	brown
ZNF34	black	black
ZNF341	turquoise	turquoise
ZNF343	turquoise	turquoise
ZNF345	grey	grey
ZNF346	red	blue
ZNF347	brown	brown
ZNF35	turquoise	turquoise
ZNF350	green	green
ZNF354A	brown	brown
ZNF354B	tan	brown
ZNF354C	brown	brown
ZNF358	grey	grey
ZNF362	pink	pink
ZNF365	red	blue
ZNF367	pink	pink
